rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs
571218,Toronto,Ontario,181 Bedford Road,43.6751287,-79.3996206,Long Term,Condo Unit,3399,2 Beds,2,712,/on/toronto/rentals/condo/2-bedrooms/571218,Unfurnished,Immediate,,FALSE,FALSE
563201,Toronto,Ontario,1A Bansley Ave,43.6928651,-79.4420175,Long Term,Apartment,1400,Studio,1,,/on/toronto/rentals/apartment/studio/pet-friendly/563201,Unfurnished,Immediate,Smoking Allowed,TRUE,TRUE
435178,Toronto,Ontario,1855 Jane Street,43.7078715,-79.5050822,Long Term,Apartment,1999,1 Bed,1,750,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/435178,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
435179,Toronto,Ontario,3000 Dufferin Street,43.7107998,-79.45403,Long Term,Apartment,2399,2 Beds,1,889,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/435179,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
435185,Toronto,Ontario,170 Jameson Avenue,43.6380107,-79.4363418,Long Term,Apartment,1499,Studio,1,385,/on/toronto/rentals/apartment/studio/non-smoking/435185,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
435184,Toronto,Ontario,1 Eccleston Drive,43.7269101,-79.3128103,Long Term,Apartment,1729,1 Bed,1,476,/on/toronto/rentals/apartment/1-bedroom/non-smoking/435184,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
435180,Toronto,Ontario,3636 Bathurst Street,43.7329956,-79.4329635,Long Term,Apartment,2819,2 Beds,2,954,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/435180,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
465471,Toronto,Ontario,100 Unity Road,43.6767915,-79.3299045,Long Term,Apartment,1350,Studio,1,,/on/toronto/rentals/apartment/1-bedroom/non-smoking/465471,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
435176,Toronto,Ontario,6040 Bathurst Street,43.7888707,-79.4466476,Long Term,Apartment,2928,2 Beds,1,902,/on/toronto/rentals/apartment/1-bedroom/non-smoking/435176,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
473098,Toronto,Ontario,31 Tichester Road,43.6854345,-79.4190307,Long Term,Apartment,1799,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/473098,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
435182,Toronto,Ontario,2730 Yonge Street,43.718621,-79.4008863,Long Term,Apartment,1929,Studio,1,564,/on/toronto/rentals/apartment/studio/non-smoking/435182,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
435183,Toronto,Ontario,14-16-20 Carluke Crescent,43.7604201,-79.3925726,Long Term,Apartment,2109,1 Bed,1,694,/on/toronto/rentals/apartment/1-bedroom/non-smoking/435183,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
542417,Toronto,Ontario,1216 York Mills Road,43.760267,-79.330138,Long Term,Apartment,2845,2 Beds,1,940,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/542417,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
465472,Toronto,Ontario,110 Unity Road,43.6778436,-79.3298333,Long Term,Apartment,1350,Studio,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/465472,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
488335,Toronto,Ontario,289 The Kingsway,43.6631698,-79.5196378,Long Term,Apartment,2900,2 Beds,1,925,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/488335,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
556383,Toronto,Ontario,485 Huron Street,43.6689987,-79.4018021,Long Term,Apartment,2695,1 Bed,1,630,/on/toronto/rentals/apartment/1-bedroom/556383,Unfurnished,Immediate,,FALSE,FALSE
553000,Toronto,Ontario,10 Shallmar Boulevard,43.7042999,-79.4233017,Long Term,Apartment,3095,2 Beds,2,0,/on/toronto/rentals/apartment/2-bedrooms/553000,Unfurnished,Immediate,,FALSE,FALSE
556382,Toronto,Ontario,95 Lawton Boulevard,43.6932983,-79.3965988,Long Term,Apartment,2195,1 Bed,1,594,/on/toronto/rentals/apartment/1-bedroom/556382,Unfurnished,Immediate,,FALSE,FALSE
562094,Toronto,Ontario,320 Roncesvalles Avenue,43.6499841,-79.450802,Long Term,Apartment,2400,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/562094,Unfurnished,Immediate,,TRUE,TRUE
477968,Toronto,Ontario,2527 Lake Shore Blvd West,43.610295,-79.490134,Long Term,Apartment,1730,Studio,1,581,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477968,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
533895,Toronto,Ontario,2373 Bloor Street West,43.64966054,-79.48238234,Long Term,Apartment,2350,1 Bed,1,650,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533895,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
552999,Toronto,Ontario,1545 Bathurst Street,43.6861992,-79.4190979,Long Term,Apartment,1950,Studio,1,0,/on/toronto/rentals/apartment/studio/552999,Unfurnished,Immediate,,FALSE,FALSE
556381,Toronto,Ontario,55 Isabella Street,43.6678009,-79.3831024,Long Term,Apartment,2295,1 Bed,1,647,/on/toronto/rentals/apartment/1-bedroom/556381,Unfurnished,Immediate,,FALSE,FALSE
553002,Toronto,Ontario,1291 Bayview Avenue,43.6976013,-79.3714981,Long Term,Apartment,1845,Studio,1,397,/on/toronto/rentals/apartment/1-bedroom/553002,Unfurnished,Immediate,,FALSE,FALSE
442413,Toronto,Ontario,77 Huntley Street,43.6715547,-79.3787976,Long Term,Apartment,2215,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/442413,Unfurnished,Immediate,,FALSE,FALSE
439282,Toronto,Ontario,2-12 Oakburn Crescent,43.7586285,-79.4053974,Long Term,Apartment,2375,2 Beds,1,844,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/439282,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
533896,Toronto,Ontario,272 Birmingham Street,43.6010241,-79.5177718,Long Term,Apartment,1900,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533896,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
556380,Toronto,Ontario,276 Saint George Street,43.6735001,-79.4029999,Long Term,Apartment,1995,Studio,1,453,/on/toronto/rentals/apartment/1-bedroom/556380,Unfurnished,Immediate,,FALSE,FALSE
567042,Toronto,Ontario,1749 Victoria Park Avenue,43.738732,-79.308414,Long Term,Apartment,2600,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/567042,Unfurnished,Immediate,,FALSE,FALSE
540982,Toronto,Ontario,110 Oriole Parkway,43.6959778,-79.4029079,Long Term,Apartment,1950,1 Bed,1,458,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/540982,Unfurnished,Immediate,,TRUE,TRUE
535341,Toronto,Ontario,55 Hendrick Avenue,43.6798082,-79.4305216,Long Term,Apartment,1845,Studio,1,403,/on/toronto/rentals/apartment/studio/pet-friendly/535341,Unfurnished,Immediate,,TRUE,TRUE
537532,Toronto,Ontario,33 Eastmount Avenue,43.67939522,-79.36069608,Long Term,Apartment,2230,1 Bed,1,750,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/537532,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
570475,Toronto,Ontario,1-11 Wingreen Court,43.738741,-79.3434727,Long Term,Apartment,2300,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/570475,Unfurnished,Immediate,,FALSE,FALSE
523920,Toronto,Ontario,2303 Eglinton Ave East,43.7306274,-79.2711915,Long Term,Apartment,2199,1 Bed,1,650,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/523920,Unfurnished,Immediate,,TRUE,TRUE
418950,Toronto,Ontario,22 Robina Ave,43.6807611,-79.4353795,Long Term,Apartment,1600,Studio,1,450,/on/toronto/rentals/apartment/1-bedroom/non-smoking/418950,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
557294,Toronto,Ontario,150 Fermanagh Avenue,43.6465821,-79.4485784,Long Term,Apartment,3000,2 Beds,1,877,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/557294,Unfurnished,Immediate,,TRUE,TRUE
533916,Toronto,Ontario,25 Eccleston Drive,43.7272578,-79.3179926,Long Term,Apartment,2200,1 Bed,1,676,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533916,Unfurnished,Immediate,,TRUE,TRUE
536462,Toronto,Ontario,28 Maynard Avenue,43.6380037,-79.4380172,Long Term,Apartment,1700,Studio,1,329,/on/toronto/rentals/apartment/studio/pet-friendly/536462,Unfurnished,Immediate,,TRUE,TRUE
544898,Toronto,Ontario,190 Jameson Avenue,43.6393477,-79.437116,Long Term,Apartment,2750,2 Beds,1,762,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/544898,Unfurnished,Immediate,,TRUE,TRUE
567063,Toronto,Ontario,921-925 St Clair Ave W,43.6794521,-79.4346541,Long Term,Apartment,1449,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567063,Unfurnished,Immediate,,FALSE,FALSE
535796,Toronto,Ontario,12 Bater Avenue,43.6869575,-79.3546314,Long Term,Apartment,2650,2 Beds,1,790,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/535796,Unfurnished,Immediate,,TRUE,TRUE
454588,Toronto,Ontario,220 Lake Promenade,43.5891063,-79.529541,Long Term,Apartment,2150,1 Bed,1,574,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454588,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
454574,Toronto,Ontario,31 Park Blvd.,43.5905349,-79.5321935,Long Term,Apartment,2150,1 Bed,1,550,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454574,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
454578,Toronto,Ontario,230 Lake Promenade,43.5889619,-79.5301551,Long Term,Apartment,1925,Studio,1,372,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454578,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
542451,Toronto,Ontario,25 Bay Mills Boulevard,43.77987,-79.304382,Long Term,Apartment,2815,2 Beds,1,1030,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/542451,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
429891,Toronto,Ontario,7 Walmer Rd,43.6669117,-79.4055759,Long Term,Apartment,1949,Studio,1,388,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/429891,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
554243,Toronto,Ontario,96 Isabella Street,43.6689813,-79.3804767,Long Term,Apartment,1800,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/554243,Unfurnished,Immediate,,TRUE,TRUE
541545,Toronto,Ontario,365 Eglinton Avenue East,43.7090918,-79.3854932,Long Term,Apartment,2600,2 Beds,1,767,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/541545,Unfurnished,Immediate,,TRUE,TRUE
477878,Toronto,Ontario,"10 Blackfriar Ave., 186 Kingsview Blvd., 15 & 55 Bridesburg Dr.",43.6939,-79.561951,Long Term,Apartment,2410,1 Bed,1,733,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477878,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
454571,Toronto,Ontario,42 College View Ave.,43.7018839,-79.4077132,Long Term,Duplex,2500,1 Bed,1,,/on/toronto/rentals/duplex/1-bedroom/pet-friendly/454571,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
566507,Toronto,Ontario,2566 Lake Shore Boulevard West,43.6086548,-79.4906928,Long Term,Apartment,2300,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/566507,Unfurnished,Immediate,,TRUE,TRUE
543933,Toronto,Ontario,285 Park Lawn,43.63455,-79.4922507,Long Term,Apartment,2100,1 Bed,1,650,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/543933,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
563195,Toronto,Ontario,164-168 Grange Avenue,43.6512791,-79.4011212,Long Term,Apartment,2499,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/563195,Unfurnished,Immediate,,TRUE,TRUE
533904,Toronto,Ontario,1959 Gerrard Street East,43.6810517,-79.3099933,Long Term,Apartment,1850,Studio,1,,/on/toronto/rentals/apartment/studio/pet-friendly/533904,Unfurnished,Immediate,,TRUE,TRUE
543759,Toronto,Ontario,358 Walmer Road,43.6809183,-79.4116206,Long Term,Apartment,2750,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/543759,Unfurnished,Immediate,,TRUE,TRUE
558062,Toronto,Ontario,478 Caledonia Road,43.6893159,-79.4609494,Long Term,Apartment,2200,1 Bed,1,550,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/558062,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565001,Toronto,Ontario,59 Roncesvalles Avenue,43.6407647,-79.4465155,Long Term,Apartment,2300,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565001,Unfurnished,Immediate,,TRUE,TRUE
533900,Toronto,Ontario,68 Fifteenth Street,43.6017169,-79.5154212,Long Term,Apartment,1850,Studio,1,,/on/toronto/rentals/apartment/1-bedroom/533900,Unfurnished,Immediate,,FALSE,FALSE
567259,Toronto,Ontario,1303 Gerrard St E,43.670948,-79.3269137,Long Term,Apartment,1599,Studio,1,400,/on/toronto/rentals/apartment/studio/567259,Unfurnished,Immediate,,FALSE,FALSE
533894,Toronto,Ontario,2 Basking Ridge,43.63769,-79.4935447,Long Term,Apartment,2700,2 Beds,1,700,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/533894,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
563735,Toronto,Ontario,1010 Broadview Ave,43.6832723,-79.3575732,Long Term,Apartment,1997,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/563735,Unfurnished,Immediate,,FALSE,FALSE
427715,Toronto,Ontario,1475 Birchmount Road,43.7566963,-79.2880558,Long Term,Apartment,1875,Studio,1,452,/on/toronto/rentals/apartment/studio/pet-friendly/427715,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
397179,Toronto,Ontario,5 Cheviot Place,43.6765186,-79.5487509,Long Term,Townhouse,3645.66,2 Beds,1,1136,/on/toronto/rentals/townhouse/2-bedrooms/pet-friendly/397179,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567062,Toronto,Ontario,2400 Queen Street East,43.674887,-79.279575,Long Term,Apartment,2000,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567062,Unfurnished,Immediate,,FALSE,FALSE
567045,Toronto,Ontario,79-81 Clearview Heights,43.692515,-79.481449,Long Term,Apartment,1600,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567045,Unfurnished,Immediate,,FALSE,FALSE
567049,Toronto,Ontario,7 Edmund Avenue,43.68215,-79.400854,Long Term,Apartment,1900,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567049,Unfurnished,Immediate,,FALSE,FALSE
567041,Toronto,Ontario,99 Coe Hill Drive,43.641338,-79.473842,Long Term,Apartment,2200,2 Beds,1,,/on/toronto/rentals/apartment/1-bedroom/567041,Unfurnished,Immediate,,FALSE,FALSE
567762,Toronto,Ontario,101 driftwood ave,43.7545193,-79.5133129,Long Term,Apartment,1999,1 Bed,1,700,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/567762,Unfurnished,Immediate,Smoking Allowed,TRUE,TRUE
567046,Toronto,Ontario,130 Oriole Parkway,43.696548,-79.402742,Long Term,Apartment,1900,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567046,Unfurnished,Immediate,,FALSE,FALSE
478006,Toronto,Ontario,330 Spadina Road,43.68362567,-79.41120606,Long Term,Apartment,2895,1 Bed,1,879,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/478006,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
429889,Toronto,Ontario,40 Gerrard St. E,43.6597813,-79.3803887,Long Term,Apartment,1899,Studio,1,454,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/429889,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
454566,Toronto,Ontario,30 Vinci Cres,43.7367379,-79.4455961,Long Term,Apartment,2500,2 Beds,1,875,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/454566,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
567761,Toronto,Ontario,1383 Bathurst,43.6806781,-79.4168037,Long Term,Apartment,2400,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/567761,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567383,Toronto,Ontario,40 Park Road,43.6735219,-79.384091,Long Term,Apartment,2275,Studio,1,531,/on/toronto/rentals/apartment/studio/567383,Unfurnished,Immediate,,FALSE,FALSE
567264,Toronto,Ontario,592-596 Churst Street,43.6670425,-79.3817831,Long Term,Apartment,5600,3 Beds,3,1400,/on/toronto/rentals/apartment/3-bedrooms/pet-friendly/567264,Unfurnished,Immediate,,TRUE,TRUE
477966,Toronto,Ontario,"2, 6, 7, 8, Park Vista",43.697825,-79.300022,Long Term,Apartment,2335,1 Bed,1,734,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477966,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
429890,Toronto,Ontario,88 Bloor St. E,43.670811,-79.3852395,Long Term,Apartment,2099,Studio,1,380,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/429890,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567047,Toronto,Ontario,1652 Bathurst Street,43.694252,-79.422998,Long Term,Apartment,1850,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567047,Unfurnished,Immediate,,FALSE,FALSE
567054,Toronto,Ontario,540 Birchmount Road,43.7107829,-79.2703674,Long Term,Apartment,1790,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567054,Unfurnished,Immediate,,FALSE,FALSE
567044,Toronto,Ontario,812-814 Broadview Avenue,43.677867,-79.358711,Long Term,Apartment,2099,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567044,Unfurnished,Immediate,,FALSE,FALSE
477981,Toronto,Ontario,355 St. Clair Avenue West,43.684664,-79.412699,Long Term,Apartment,4720,2 Beds,1,1270,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/477981,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567053,Toronto,Ontario,1030 Castlefield Avenue,43.701064,-79.4495122,Long Term,Apartment,1800,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567053,Unfurnished,Immediate,,FALSE,FALSE
567060,Toronto,Ontario,85 Clearview Heights,43.6927711,-79.4830857,Long Term,Apartment,1899,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567060,Unfurnished,Immediate,,FALSE,FALSE
567066,Toronto,Ontario,3207 Kingston Road,43.7292975,-79.2269197,Long Term,Apartment,1950,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567066,Unfurnished,Immediate,,FALSE,FALSE
536306,Toronto,Ontario,897 College Street,43.6537927,-79.4247713,Long Term,Apartment,5500,2 Beds,2,1462,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/536306,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
563679,Toronto,Ontario,3 Torbolton Drive,43.7183229,-79.5583684,Long Term,Apartment,2000,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/563679,Unfurnished,Immediate,Smoking Allowed,TRUE,TRUE
541884,Toronto,Ontario,185 Millway Avenue,43.7750059,-79.4942155,Long Term,Apartment,2775,1 Bed,1,605,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/541884,Furnished,Immediate,Non-Smoking,TRUE,TRUE
372001,Toronto,Ontario,61 Yorkville Avenue,43.6711102,-79.3904101,Short Term,Apartment,7470,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/372001,Furnished,Immediate,Non-Smoking,TRUE,TRUE
563733,Toronto,Ontario,33 Erskine Avenue,43.7113705,-79.3977987,Long Term,Apartment,1900,Studio,1,,/on/toronto/rentals/apartment/1-bedroom/563733,Unfurnished,Immediate,,FALSE,FALSE
563738,Toronto,Ontario,21 Maynard Ave,43.6381113,-79.4373797,Long Term,Apartment,1725,Studio,1,,/on/toronto/rentals/apartment/studio/563738,Unfurnished,Immediate,,FALSE,FALSE
454572,Toronto,Ontario,2600 Don Mills Rd.,43.7768718,-79.34795,Long Term,Apartment,2250,1 Bed,1,600,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454572,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
563741,Toronto,Ontario,190 Cosburn Ave,43.6904202,-79.3451736,Long Term,Apartment,1950,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/563741,Unfurnished,Immediate,,FALSE,FALSE
454565,Toronto,Ontario,33 Holly St.,43.7048538,-79.3959412,Long Term,Apartment,2250,1 Bed,1,645,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454565,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
454585,Toronto,Ontario,240 Lake Promenade,43.5888184,-79.5307719,Long Term,Apartment,1875,Studio,1,372,/on/toronto/rentals/apartment/studio/non-smoking/454585,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
563513,Toronto,Ontario,3250 Keele Street,43.7420607,-79.4857864,Long Term,Apartment,2100,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/563513,Unfurnished,Immediate,,TRUE,TRUE
533897,Toronto,Ontario,310 Roncesvalles Avenue,43.6492005,-79.450425,Long Term,Apartment,2150,Studio,1,,/on/toronto/rentals/apartment/studio/pet-friendly/533897,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
454570,Toronto,Ontario,44 Dunfield Ave.,43.7051203,-79.3946325,Long Term,Apartment,1950,Studio,1,450,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454570,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
454567,Toronto,Ontario,59 Vinci Cres,43.7380642,-79.4469227,Long Term,Apartment,2125,1 Bed,1,715,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454567,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
428432,Toronto,Ontario,35 Greenfield Ave.,43.7635831,-79.4095132,Long Term,Apartment,3972,2 Beds,2,920,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/428432,Unfurnished,07-Aug,Non-Smoking,TRUE,TRUE
544213,Toronto,Ontario,115 Stephen Drive,43.6366842,-79.486493,Long Term,Apartment,2950,2 Beds,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/544213,Unfurnished,01-Aug,,TRUE,TRUE
377694,Toronto,Ontario,22 John St.,43.7017177,-79.5173868,Long Term,Apartment,2602,1 Bed,1,662,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/377694,Unfurnished,07-Aug,Non-Smoking,TRUE,TRUE
312404,Toronto,Ontario,2911 Bayview Avenue,43.770674,-79.3855,Long Term,Apartment,3696,3 Beds,1,1480,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/312404,Unfurnished,07-Jul,Non-Smoking,TRUE,TRUE
337270,Toronto,Ontario,10 Roanoke Road,43.741706,-79.32838,Long Term,Apartment,2797,1 Bed,1,800,/on/toronto/rentals/apartment/1-bedroom/beltline/pet-friendly/337270,Unfurnished,07-Jul,Non-Smoking,TRUE,TRUE
564998,Toronto,Ontario,8 Castleton Avenue,43.66918,-79.4862281,Long Term,Apartment,2500,2 Beds,1,650,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/564998,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
461351,Toronto,Ontario,484 Spadina Ave,43.6583349,-79.4004685,Long Term,Apartment,3575,1 Bed,1,720,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/461351,Unfurnished,13-Jul,Non-Smoking,TRUE,TRUE
537564,Toronto,Ontario,55 Maitland Street,43.6642247,-79.3815856,Long Term,Apartment,2200,1 Bed,1,500,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/537564,Unfurnished,01-Jul,,TRUE,TRUE
432911,Toronto,Ontario,110 Erskine Avenue,43.7121038,-79.395189,Long Term,Apartment,1850,Studio,1,460,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432911,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
557643,Toronto,Ontario,287 Markland Drive,43.6275365,-79.5780422,Long Term,Apartment,2100,1 Bed,1,0,/on/toronto/rentals/apartment/1-bedroom/557643,Unfurnished,30-Jun,,FALSE,FALSE
394646,Toronto,Ontario,1636 Gerrard Street East,43.6759591,-79.3198413,Long Term,Apartment,1897,Studio,1,364,/on/toronto/rentals/apartment/1-bedroom/non-smoking/394646,Unfurnished,08-Jul,Non-Smoking,FALSE,FALSE
410801,Toronto,Ontario,305 Roehampton Avenue,43.7096217,-79.3886633,Long Term,Apartment,2425,1 Bed,1,551,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/410801,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
438362,Toronto,Ontario,787 Vaughan Rd,43.6952075,-79.4479264,Long Term,Apartment,2125,1 Bed,1,600,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/438362,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
533905,Toronto,Ontario,46 Montye Avenue,43.6593861,-79.4881564,Long Term,Apartment,2000,Studio,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533905,Unfurnished,01-Aug,,TRUE,TRUE
533893,Toronto,Ontario,1477 Birchmount Road,43.7569349,-79.2882319,Long Term,Apartment,2900,3 Beds,1,775,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533893,Unfurnished,05-Jul,Non-Smoking,TRUE,TRUE
563746,Toronto,Ontario,345 Merton Street,43.6986454,-79.3841667,Long Term,Apartment,2477,1 Bed,1,800,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/563746,Unfurnished,01-Jul,,TRUE,TRUE
548761,Toronto,Ontario,18 Cavell Avenue,43.618651,-79.49216,Long Term,Apartment,2300,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/548761,Unfurnished,01-Jul,,TRUE,TRUE
532097,Toronto,Ontario,530 Scarlett Road,43.6869588,-79.5131783,Long Term,Apartment,2450,2 Beds,1,898,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/532097,Unfurnished,15-Jun,,TRUE,TRUE
398453,Toronto,Ontario,33 King Street,43.7023075,-79.5189855,Long Term,Apartment,2235,1 Bed,1,674,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/398453,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
557642,Toronto,Ontario,4190 Bathurst Street,43.748587,-79.4373007,Long Term,Apartment,2229,1 Bed,1,537,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/557642,Unfurnished,31-Jul,,TRUE,TRUE
432920,Toronto,Ontario,80 Forest Manor Road,43.77478065,-79.34420397,Long Term,Apartment,2315,1 Bed,1,709,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432920,Unfurnished,30-Jun,Non-Smoking,TRUE,TRUE
465081,Toronto,Ontario,12 Elm Grove,43.6389968,-79.4309612,Long Term,Apartment,2225,1 Bed,1,675,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/465081,Unfurnished,30-Jun,Non-Smoking,TRUE,TRUE
