hood_id,neighbourhood_name,crime_incidents,violent_incidents,unique_mci_categories,violent_crime_ratio,rental_count,median_rent,mean_rent,median_price_per_bedroom,restaurant_count,avg_restaurant_price,restaurant_price_imputed_share,nearest_subway_km,rent_metrics_imputed,restaurant_metrics_imputed,subway_distance_imputed,crime_incidents_per_1k_total
29,Maple Leaf,351,180,5,0.5128205128205128,0.0,1934.75,1906.8333333333335,1412.0,18.0,18.61111111111111,0.3888888888888889,2.9218018483981045,1,0,0,1.9620776781521811
30,Brookhaven-Amesbury,1008,569,5,0.564484126984127,0.0,1934.75,1906.8333333333335,1412.0,15.0,14.9,0.3333333333333333,3.9182536189995707,1,0,0,5.634684614180623
31,Yorkdale-Glen Park,1737,948,5,0.5457685664939551,0.0,1934.75,1906.8333333333335,1412.0,94.0,18.15159574468085,0.32978723404255317,0.855231967657137,1,0,0,9.709769022650537
32,Englemount-Lawrence,1086,626,5,0.576427255985267,2.0,1325.0,1325.0,1325.0,20.0,20.6375,0.55,0.8635355146102912,0,0,0,6.070701875992219
33,Clanton Park,991,436,5,0.4399596367305752,2.0,1997.0,1997.0,1452.75,35.0,17.314285714285713,0.5714285714285714,0.8672350994005599,0,0,0,5.539655210965275
34,Bathurst Manor,661,301,5,0.45537065052950076,2.0,1600.0,1600.0,1600.0,50.0,19.235,0.24,1.4053148949215466,0,0,0,3.6949667956085235
35,Westminster-Branson,1052,609,5,0.5788973384030418,2.0,1867.0,1867.0,1362.75,148.0,19.929054054054053,0.39864864864864863,2.670238470146306,0,0,0,5.880643069561523
36,Newtonbrook West,1500,853,5,0.5686666666666667,0.0,1934.75,1906.8333333333335,1412.0,61.0,17.87704918032787,0.4098360655737705,1.0733926846924873,1,0,0,8.384947342530689
37,Willowdale West,887,600,5,0.6764374295377678,0.0,1934.75,1906.8333333333335,1412.0,102.0,18.13480392156863,0.27450980392156865,0.8643950160161126,1,0,0,4.958298861883147
38,Lansing-Westgate,828,428,5,0.5169082125603864,0.0,1934.75,1906.8333333333335,1412.0,37.0,19.10810810810811,0.43243243243243246,0.955275850040795,1,0,0,4.62849093307694
39,Bedford Park-Nortown,1134,289,5,0.25485008818342153,0.0,1934.75,1906.8333333333335,1412.0,49.0,20.709183673469386,0.2857142857142857,1.6118132782074093,1,0,0,6.3390201909532005
40,St.Andrew-Windfields,916,293,5,0.31986899563318777,0.0,1934.75,1906.8333333333335,1412.0,14.0,21.160714285714285,0.07142857142857142,1.3597299709829376,1,0,0,5.12040784383874
41,Bridle Path-Sunnybrook-York Mills,513,161,5,0.3138401559454191,0.0,1934.75,1906.8333333333335,1412.0,3.0,17.0,0.3333333333333333,1.5420068430286176,1,0,0,2.8676519911454954
42,Banbury-Don Mills,1075,472,5,0.4390697674418605,0.0,1934.75,1906.8333333333335,1412.0,34.0,19.38235294117647,0.23529411764705882,4.210606543479022,1,0,0,6.009212262146994
43,Victoria Village,1005,662,5,0.6587064676616915,0.0,1934.75,1906.8333333333335,1412.0,47.0,15.585106382978724,0.40425531914893614,2.913920477049642,1,0,0,5.617914719495562
44,Flemingdon Park,956,765,5,0.8002092050209205,1.0,747.0,747.0,747.0,26.0,17.35576923076923,0.46153846153846156,3.5600356316628026,0,0,0,5.344006439639559
45,Parkwoods-Donalda,1515,915,5,0.6039603960396039,0.0,1934.75,1906.8333333333335,1412.0,61.0,18.028688524590162,0.2786885245901639,2.535647130790773,1,0,0,8.468796815955995
46,Pleasant View,485,272,5,0.5608247422680412,1.0,2500.0,2500.0,1250.0,17.0,17.955882352941178,0.4117647058823529,1.667282966296679,0,0,0,2.7111329740849226
47,Don Valley Village,1310,774,5,0.5908396946564886,1.0,1927.0,1927.0,1927.0,36.0,15.833333333333334,0.5277777777777778,0.7510565970973527,0,0,0,7.322854012476801
48,Hillcrest Village,716,364,5,0.5083798882681564,0.0,1934.75,1906.8333333333335,1412.0,69.0,19.934782608695652,0.4057971014492754,2.933099883647197,1,0,0,4.002414864834649
49,Bayview Woods-Steeles,478,218,5,0.4560669456066946,0.0,1934.75,1906.8333333333335,1412.0,33.0,19.272727272727273,0.24242424242424243,3.0279833879989497,1,0,0,2.6720032198197794
50,Newtonbrook East,772,383,5,0.4961139896373057,0.0,1934.75,1906.8333333333335,1412.0,101.0,19.111386138613863,0.36633663366336633,1.1690567543299109,1,0,0,4.315452898955795
51,Willowdale East,1652,909,5,0.5502421307506054,1.0,3000.0,3000.0,1500.0,96.0,18.739583333333332,0.3125,0.5895640167113304,0,0,0,9.2346220065738
52,Bayview Village,814,420,5,0.515970515970516,0.0,1934.75,1906.8333333333335,1412.0,19.0,18.5,0.3157894736842105,0.397653403917775,1,0,0,4.550231424546654
53,Henry Farm,694,416,5,0.5994236311239193,1.0,2000.0,2000.0,666.6666666666666,55.0,17.854545454545455,0.3090909090909091,0.5553974889534352,0,0,0,3.8794356371441987
54,O'Connor-Parkview,1227,868,5,0.7074164629176855,0.0,1934.75,1906.8333333333335,1412.0,37.0,17.66216216216216,0.5675675675675675,1.6963065630704097,1,0,0,6.858886926190103
55,Thorncliffe Park,774,532,5,0.6873385012919897,0.0,1934.75,1906.8333333333335,1412.0,28.0,17.642857142857142,0.32142857142857145,2.919631628047286,1,0,0,4.3266328287458355
56,Leaside-Bennington,512,187,5,0.365234375,0.0,1934.75,1906.8333333333335,1412.0,55.0,19.881818181818183,0.14545454545454545,2.432692378969894,1,0,0,2.862062026250475
57,Broadview North,520,379,5,0.7288461538461538,0.0,1934.75,1906.8333333333335,1412.0,30.0,16.433333333333334,0.3,1.0921314498640755,1,0,0,2.9067817454106386
58,Old East York,416,266,5,0.6394230769230769,0.0,1934.75,1906.8333333333335,1412.0,25.0,16.09,0.36,1.4379045594256805,1,0,0,2.325425396328511
59,Danforth East York,587,360,5,0.6132879045996593,0.0,1934.75,1906.8333333333335,1412.0,5.0,12.1,0.4,0.7687548737472123,1,0,0,3.2813093933770094
60,Woodbine-Lumsden,324,195,5,0.6018518518518519,1.0,2000.0,2000.0,1000.0,6.0,15.25,0.16666666666666666,0.8710042683134536,0,0,0,1.8111486259866287
61,Taylor-Massey,1002,669,5,0.6676646706586826,2.0,900.0,900.0,900.0,16.0,15.578125,0.375,0.5235632750801087,0,0,0,5.6011448248105005
62,East End-Danforth,1653,1058,5,0.6400483968542044,2.0,1700.0,1700.0,1700.0,71.0,17.746478873239436,0.4225352112676056,0.4049955296307127,0,0,0,9.240211971468819
63,The Beaches,974,552,5,0.5667351129363449,1.0,1300.0,1300.0,1300.0,68.0,19.345588235294116,0.19117647058823528,1.9344828500060978,0,0,0,5.444625807749928
64,Woodbine Corridor,745,484,5,0.6496644295302013,1.0,950.0,950.0,950.0,23.0,19.934782608695652,0.2608695652173913,0.9672513710183097,0,0,0,4.164523846790242
65,Greenwood-Coxwell,1011,625,5,0.6181998021760633,0.0,1934.75,1906.8333333333335,1412.0,69.0,17.985507246376812,0.2753623188405797,1.214501721232185,1,0,0,5.651454508865684
66,Danforth,744,464,5,0.6236559139784946,0.0,1934.75,1906.8333333333335,1412.0,55.0,19.46818181818182,0.34545454545454546,0.03461777842445308,1,0,0,4.158933881895222
67,Playter Estates-Danforth,625,401,5,0.6416,0.0,1934.75,1906.8333333333335,1412.0,80.0,19.56875,0.1375,0.11907829125760785,1,0,0,3.493728059387787
68,North Riverdale,750,420,5,0.56,0.0,1934.75,1906.8333333333335,1412.0,20.0,18.075,0.3,0.5215272812511668,1,0,0,4.192473671265344
69,Blake-Jones,596,423,5,0.709731543624161,3.0,1300.0,1525.0,1300.0,75.0,16.756666666666668,0.36,0.4309351787320671,0,0,0,3.331619077432194
70,South Riverdale,2337,1404,5,0.6007702182284981,1.0,2100.0,2100.0,2100.0,94.0,18.93617021276596,0.2127659574468085,2.134940777645112,0,0,0,13.063747959662813
71,Cabbagetown-South St.James Town,1086,614,5,0.565377532228361,6.0,1942.5,1886.6666666666667,1742.5,51.0,18.88235294117647,0.2549019607843137,0.9072190217512656,0,0,0,6.070701875992219
72,Regent Park,922,641,5,0.6952277657266811,24.0,2462.5,2390.5416666666665,2025.0,37.0,20.364864864864863,0.32432432432432434,1.642255561065986,0,0,0,5.153947633208864
73,Moss Park,4184,3043,5,0.7272944550669216,39.0,2200.0,2125.769230769231,1975.0,200.0,19.985,0.275,0.9257364331176113,0,0,0,23.388413120765602
74,North St.James Town,1470,971,5,0.6605442176870748,40.0,1960.0,2157.8,1750.0,124.0,17.262096774193548,0.25,0.3709380888799765,0,0,0,8.217248395680075
75,Church-Yonge Corridor,5381,3866,5,0.7184538189927523,51.0,2200.0,2344.7843137254904,1850.0,155.0,16.89032258064516,0.24516129032258063,0.28668232815092076,0,0,0,30.07960110010509
76,Bay Street Corridor,5769,4365,5,0.7566302652106084,49.0,2100.0,2162.1020408163267,1850.0,362.0,17.92265193370166,0.2955801104972376,0.2233211084519205,0,0,0,32.24850747937303
77,Waterfront Communities-The Island,6595,4520,5,0.6853677028051555,199.0,2400.0,2551.3567839195975,2200.0,605.0,21.17809917355372,0.26776859504132233,0.3817598367865858,0,0,0,36.86581848265993
78,Kensington-Chinatown,3283,2094,5,0.6378312519037466,23.0,2175.0,2252.304347826087,2050.0,373.0,17.341152815013405,0.18498659517426275,0.787607127583854,0,0,0,18.351854750352167
79,University,1270,768,5,0.6047244094488189,5.0,1000.0,1138.8,1000.0,143.0,18.15909090909091,0.25874125874125875,0.6496769517180124,0,0,0,7.099255416675983
80,Palmerston-Little Italy,932,539,5,0.5783261802575107,0.0,1934.75,1906.8333333333335,1412.0,153.0,18.622549019607842,0.24183006535947713,0.4556777842524628,1,0,0,5.2098472821590684
81,Trinity-Bellwoods,1373,808,5,0.5884923525127458,0.0,1934.75,1906.8333333333335,1412.0,179.0,22.59078212290503,0.20670391061452514,1.5212671427411635,1,0,0,7.675021800863091
82,Niagara,2163,1424,5,0.6583448913546001,50.0,2275.0,2380.58,1900.0,130.0,20.286538461538463,0.2153846153846154,2.2413725687286292,0,0,0,12.091094067929253
83,Dufferin Grove,916,621,5,0.6779475982532751,8.0,1737.0,1723.625,1737.0,85.0,16.841176470588234,0.27058823529411763,0.45290019115635544,0,0,0,5.12040784383874
84,Little Portugal,902,524,5,0.5809312638580931,10.0,2000.0,2023.9,1300.0,89.0,21.96067415730337,0.21348314606741572,1.5750454266791443,0,0,0,5.042148335308454
85,South Parkdale,1827,1288,5,0.7049808429118773,17.0,1779.0,1948.235294117647,1449.0,67.0,18.145522388059703,0.23880597014925373,2.4218777932764866,0,0,0,10.21286586320238
86,Roncesvalles,1007,581,5,0.576961271102284,2.0,2500.0,2500.0,1812.5,73.0,18.30821917808219,0.2054794520547945,1.638780598752237,0,0,0,5.629094649285602
87,High Park-Swansea,1068,654,5,0.6123595505617978,0.0,1934.75,1906.8333333333335,1412.0,7.0,19.0,0.5714285714285714,0.9818245611370827,1,0,0,5.970082507881851
88,High Park North,939,558,5,0.5942492012779552,0.0,1934.75,1906.8333333333335,1412.0,50.0,15.355,0.36,0.3556238888199276,1,0,0,5.248977036424211
89,Runnymede-Bloor West Village,500,264,5,0.528,0.0,1934.75,1906.8333333333335,1412.0,62.0,18.427419354838708,0.1774193548387097,0.9988513573759296,1,0,0,2.79498244751023
90,Junction Area,997,591,5,0.5927783350050151,0.0,1934.75,1906.8333333333335,1412.0,83.0,19.126506024096386,0.1927710843373494,1.6070247260133126,1,0,0,5.573195000335398
91,Weston-Pellam Park,727,504,5,0.6932599724896836,1.0,1000.0,1000.0,1000.0,36.0,15.979166666666666,0.3611111111111111,1.819925487992039,0,0,0,4.0639044786798735
92,Corso Italia-Davenport,784,529,5,0.6747448979591837,3.0,2000.0,2050.0,1000.0,62.0,18.193548387096776,0.3225806451612903,2.066827887129039,0,0,0,4.38253247769604
93,Dovercourt-Wallace Emerson-Junction,2273,1413,5,0.6216454025516938,5.0,1600.0,1808.8,1300.0,20.0,19.825,0.25,0.5643296401399402,0,0,0,12.705990206381504
94,Wychwood,706,426,5,0.603399433427762,1.0,4625.0,4625.0,1541.6666666666667,69.0,18.52536231884058,0.2463768115942029,1.0987096498098632,0,0,0,3.9465152158844443
95,Annex,2532,1379,5,0.5446287519747235,12.0,1967.5,2246.9166666666665,1850.0,131.0,27.27671755725191,0.21374045801526717,0.32059738390496,0,0,0,14.153791114191803
96,Casa Loma,431,215,5,0.4988399071925754,3.0,2100.0,1883.3333333333333,1100.0,16.0,23.65625,0.1875,0.5299638931004198,0,0,0,2.4092748697538178
97,Yonge-St.Clair,358,173,5,0.48324022346368717,1.0,1950.0,1950.0,1950.0,59.0,19.45762711864407,0.22033898305084745,0.27066756513345963,0,0,0,2.0012074324173246
98,Rosedale-Moore Park,1127,575,5,0.5102040816326531,2.0,2175.0,2175.0,2175.0,60.0,21.354166666666668,0.2833333333333333,0.44516299408391746,0,0,0,6.299890436688058
99,Mount Pleasant East,464,211,5,0.4547413793103448,0.0,1934.75,1906.8333333333335,1412.0,44.0,21.818181818181817,0.3409090909090909,1.0620425550609123,1,0,0,2.593743711289493
100,Yonge-Eglinton,694,454,5,0.654178674351585,1.0,1300.0,1300.0,433.3333333333333,83.0,20.68975903614458,0.3253012048192771,0.19505648991700664,0,0,0,3.8794356371441987
101,Forest Hill South,460,123,5,0.2673913043478261,1.0,1617.0,1617.0,1617.0,10.0,17.35,0.2,0.9140037156370276,0,0,0,2.5713838517094114
102,Forest Hill North,506,193,5,0.3814229249011858,0.0,1934.75,1906.8333333333335,1412.0,34.0,23.676470588235293,0.38235294117647056,0.7509303076943094,1,0,0,2.828522236880352
103,Lawrence Park South,573,137,5,0.23909249563699825,0.0,1934.75,1906.8333333333335,1412.0,13.0,21.076923076923077,0.23076923076923078,1.1329859724381897,1,0,0,3.203049884846723
104,Mount Pleasant West,1144,645,5,0.5638111888111889,1.0,2800.0,2800.0,2800.0,69.0,20.365942028985508,0.2898550724637681,0.332912438334959,0,0,0,6.394919839903405
105,Lawrence Park North,477,168,5,0.3522012578616352,0.0,1934.75,1906.8333333333335,1412.0,52.0,22.89903846153846,0.36538461538461536,0.3890516477186134,1,0,0,2.666413254924759
106,Humewood-Cedarvale,593,281,5,0.47386172006745364,0.0,1934.75,1906.8333333333335,1412.0,1.0,10.0,1.0,1.0493745253294584,1,0,0,3.3148491827471323
107,Oakwood Village,1074,762,5,0.7094972067039106,0.0,1934.75,1906.8333333333335,1412.0,17.0,16.794117647058822,0.5294117647058824,1.0756159302067405,1,0,0,6.003622297251973
108,Briar Hill-Belgravia,810,461,5,0.5691358024691358,0.0,1934.75,1906.8333333333335,1412.0,55.0,15.059090909090909,0.5272727272727272,0.9953890149475952,1,0,0,4.527871564966572
109,Caledonia-Fairbank,557,408,5,0.7324955116696589,0.0,1934.75,1906.8333333333335,1412.0,12.0,15.6875,0.5833333333333334,1.7726346018445645,1,0,0,3.113610446526396
110,Keelesdale-Eglinton West,692,438,5,0.6329479768786127,0.0,1934.75,1906.8333333333335,1412.0,27.0,17.194444444444443,0.6296296296296297,3.253169746830272,1,0,0,3.868255707354158
111,Rockcliffe-Smythe,1345,855,5,0.6356877323420075,0.0,1934.75,1906.8333333333335,1412.0,18.0,15.541666666666666,0.5,2.840846403310155,1,0,0,7.518502783802518
112,Beechborough-Greenbrook,513,351,5,0.6842105263157895,1.0,1850.0,1850.0,925.0,18.0,17.805555555555557,0.6111111111111112,3.3234215299391403,0,0,0,2.8676519911454954
113,Weston,1698,1125,5,0.6625441696113075,4.0,1662.0,1723.5,1209.75,44.0,16.681818181818183,0.6818181818181818,5.9744486687032055,0,0,0,9.491760391744739
114,Lambton Baby Point,294,172,5,0.5850340136054422,1.0,1100.0,1100.0,1100.0,10.0,22.3,0.5,1.0738954852150122,0,0,0,1.643449679136015
115,Mount Dennis,818,584,5,0.7139364303178484,0.0,1934.75,1906.8333333333335,1412.0,24.0,15.25,0.625,4.327801009358032,1,0,0,4.5725912841267355
116,Steeles,745,248,5,0.33288590604026846,0.0,1934.75,1906.8333333333335,1412.0,79.0,17.196202531645568,0.17721518987341772,4.758459748429753,1,0,0,4.164523846790242
117,L'Amoreaux,1610,1003,5,0.6229813664596273,0.0,1934.75,1906.8333333333335,1412.0,47.0,17.45744680851064,0.3617021276595745,3.2953637321695446,1,0,0,8.999843480982939
118,Tam O'Shanter-Sullivan,1206,680,5,0.5638474295190713,0.0,1934.75,1906.8333333333335,1412.0,57.0,17.32456140350877,0.2631578947368421,3.566476735428287,1,0,0,6.741497663394674
119,Wexford/Maryvale,2109,1152,5,0.5462304409672831,0.0,1934.75,1906.8333333333335,1412.0,82.0,18.176829268292682,0.3902439024390244,3.3600879524059017,1,0,0,11.789235963598149
120,Clairlea-Birchmount,2297,1437,5,0.6255986068785372,0.0,1934.75,1906.8333333333335,1412.0,31.0,17.919354838709676,0.45161290322580644,0.4433511004252857,1,0,0,12.840149363861995
121,Oakridge,1397,934,5,0.6685755189692197,0.0,1934.75,1906.8333333333335,1412.0,21.0,18.19047619047619,0.47619047619047616,0.6106186254374385,1,0,0,7.809180958343582
122,Birchcliffe-Cliffside,1544,978,5,0.633419689119171,1.0,1700.0,1700.0,566.6666666666666,35.0,17.5,0.4857142857142857,2.048371201955407,0,0,0,8.63090579791159
123,Cliffcrest,1042,651,5,0.6247600767754319,0.0,1934.75,1906.8333333333335,1412.0,31.0,17.580645161290324,0.5161290322580645,2.4192402701489373,1,0,0,5.824743420611319
124,Kennedy Park,1737,1313,5,0.7559009786989062,0.0,1934.75,1906.8333333333335,1412.0,19.0,16.63157894736842,0.5263157894736842,0.643590612161734,1,0,0,9.709769022650537
125,Ionview,720,512,5,0.7111111111111111,0.0,1934.75,1906.8333333333335,1412.0,40.0,16.5625,0.375,0.7456416570727227,1,0,0,4.024774724414731
126,Dorset Park,1820,1031,5,0.5664835164835165,0.0,1934.75,1906.8333333333335,1412.0,74.0,15.375,0.35135135135135137,3.316288869583319,1,0,0,10.173736108937236
127,Bendale,2139,1443,5,0.6746143057503506,0.0,1934.75,1906.8333333333335,1412.0,62.0,16.41532258064516,0.43548387096774194,3.3616298049292395,1,0,0,11.956934910448762
128,Agincourt South-Malvern West,1449,700,5,0.4830917874396135,0.0,1934.75,1906.8333333333335,1412.0,134.0,16.51492537313433,0.291044776119403,6.210498355088446,1,0,0,8.099859132884646
129,Agincourt North,1037,528,5,0.5091610414657667,0.0,1934.75,1906.8333333333335,1412.0,94.0,17.3031914893617,0.30851063829787234,7.045101270271623,1,0,0,5.796793596136216
130,Milliken,1578,514,5,0.3257287705956908,0.0,1934.75,1906.8333333333335,1412.0,61.0,16.778688524590162,0.21311475409836064,7.282907697617883,1,0,0,8.820964604342285
131,Rouge,1734,972,5,0.5605536332179931,0.0,1934.75,1906.8333333333335,1412.0,18.0,14.083333333333334,0.3333333333333333,10.587311819295577,1,0,0,9.692999127965477
132,Malvern,2192,1587,5,0.7239963503649635,0.0,1934.75,1906.8333333333335,1412.0,47.0,15.02659574468085,0.5531914893617021,8.736838440117685,1,0,0,12.253203049884847
133,Centennial Scarborough,436,262,5,0.6009174311926605,0.0,1934.75,1906.8333333333335,1412.0,0.0,17.865797317436662,0.3371212121212121,10.707052639744132,1,1,0,2.43722469422892
134,Highland Creek,615,323,5,0.5252032520325203,0.0,1934.75,1906.8333333333335,1412.0,0.0,17.865797317436662,0.3371212121212121,9.594783188599104,1,1,0,3.4378284104375822
135,Morningside,1039,843,5,0.8113570741097209,0.0,1934.75,1906.8333333333335,1412.0,13.0,16.46153846153846,0.6153846153846154,7.3427216076895245,1,0,0,5.807973525926257
136,West Hill,2895,2253,5,0.778238341968912,0.0,1934.75,1906.8333333333335,1412.0,5.0,20.5,0.2,7.207000117241949,1,0,0,16.18294837108423
137,Woburn,3207,2275,5,0.7093857187402557,0.0,1934.75,1906.8333333333335,1412.0,72.0,15.88888888888889,0.4722222222222222,4.768344162213426,1,0,0,17.927017418330614
138,Eglinton East,1549,1074,5,0.6933505487411233,0.0,1934.75,1906.8333333333335,1412.0,29.0,16.06896551724138,0.4827586206896552,1.5561591517483677,1,0,0,8.65885562238669
139,Scarborough Village,1277,920,5,0.7204385277995301,0.0,1934.75,1906.8333333333335,1412.0,28.0,17.5,0.6071428571428571,3.677150625614053,1,0,0,7.138385170941127
140,Guildwood,353,242,5,0.6855524079320113,0.0,1934.75,1906.8333333333335,1412.0,7.0,20.5,0.5714285714285714,5.5223212530704915,1,0,0,1.9732576079422222
