adaptive_cell_id,rental_count,seed_rental_idx,seed_local_k_radius_m,x_centroid,y_centroid,radius_m,mean_rent,median_rent,mean_price_per_bedroom,member_rental_idx,centroid_lon,centroid_lat,cell_area_km2,crime_count_in_circle,violent_crime_count_in_circle,violent_crime_ratio_in_circle,restaurant_count_in_circle,subway_count_in_circle
ac_0000,5,1,1.0,630731.0185903045,4835455.350906973,1.0,2440.0,2250.0,1733.3333333333335,"81,1,370,251,79",-79.3786354,43.66060540000001,3.1415926535897933e-06,0,0,0.0,0,0
ac_0001,5,2,1.0,630550.0011861284,4833283.193843621,1.0,2570.0,2450.0,1965.0,"498,2,20,309,512",-79.3814048,43.6410868,3.1415926535897933e-06,0,0,0.0,0,0
ac_0002,5,17,1.0,630507.8419821493,4833369.678264237,1.0,2870.0,3200.0,2550.0,"429,431,200,242,584",-79.3819064,43.641872600000006,3.1415926535897933e-06,0,0,0.0,0,0
ac_0003,5,21,1.0,630057.926094413,4834149.7783023445,1.0,2219.8,2200.0,2219.8,"460,467,365,21,536",-79.3872946,43.648972699999995,3.1415926535897933e-06,0,0,0.0,0,0
ac_0004,5,24,1.0,630475.6597903128,4834334.233467418,1.0,2400.0,2200.0,1820.0,"373,515,285,24,569",-79.3820722,43.6505597,3.1415926535897933e-06,0,0,0.0,0,0
ac_0005,5,41,1.0,630743.9619062125,4833366.930588953,1.0,2350.0,2500.0,2350.0,"310,231,549,263,548",-79.3789807,43.64180639999999,3.1415926535897933e-06,0,0,0.0,0,0
ac_0006,5,42,1.0,630366.0520832468,4836001.834333628,1.0,2370.0,2100.0,2000.0,"522,270,523,42,53",-79.383028,43.6655881,3.1415926535897933e-06,0,0,0.0,0,0
ac_0007,5,47,1.0,630517.9762049234,4833373.820080773,1.0,3070.0,2600.0,1650.0,"468,434,47,186,294",-79.3817798,43.6419081,3.1415926535897933e-06,0,0,0.0,0,0
ac_0008,5,62,1.0,629650.7739010996,4833916.491300308,1.0,2290.0,2300.0,2040.0,"320,499,407,221,96",-79.3923973,43.6469441,3.1415926535897933e-06,0,0,0.0,0,0
ac_0009,5,62,1.0,629650.7739010996,4833916.491300308,1.0,2078.0,2100.0,2078.0,"351,149,98,86,170",-79.3923973,43.6469441,3.1415926535897933e-06,0,0,0.0,0,0
ac_0010,5,66,1.0,631725.800156547,4834602.902252978,1.0,2296.0,2300.0,2296.0,"199,436,269,546,66",-79.3665108,43.65275739999999,3.1415926535897933e-06,0,0,0.0,0,0
ac_0011,5,67,1.0,631001.3308966421,4833816.684482709,1.0,3130.0,3000.0,2390.0,"67,362,272,70,198",-79.3756819,43.6458091,3.1415926535897933e-06,0,0,0.0,0,0
ac_0012,5,87,1.0,632721.1909991816,4834758.188000215,1.0,2270.0,2250.0,1990.0,"471,247,210,442,87",-79.3541341,43.653978,3.1415926535897933e-06,0,0,0.0,0,0
ac_0013,5,123,1.0,631725.800156547,4834602.902252978,1.0,2555.0,2450.0,1927.5,"342,123,196,322,359",-79.3665108,43.65275739999999,3.1415926535897933e-06,0,0,0.0,0,0
