adaptive_cell_id,rental_count,seed_grid_x,seed_grid_y,growth_rings,x_centroid,y_centroid,seed_local_k_radius_m,radius_m,mean_rent,median_rent,mean_price_per_bedroom,member_rental_idx,centroid_lon,centroid_lat,cell_area_km2,crime_count_in_circle,violent_crime_count_in_circle,violent_crime_ratio_in_circle,restaurant_count_in_circle,subway_count_in_circle,crime_assignment_median_dist_m,restaurant_assignment_median_dist_m,subway_assignment_median_dist_m
ac_0010,3,181,61,0,630750.0,4833350.0,17.975077715792537,17.975077715792537,2343.3333333333335,2600.0,1910.0,"488,489,41",-79.37890996502657,43.641652955359085,0.0010150593271307413,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0011,3,181,82,0,630750.0,4835450.0,19.72120988829975,19.72120988829975,2883.3333333333335,3200.0,1461.1111111111113,"251,370,410",-79.37840137643114,43.660553900721176,0.0012218474396796073,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0012,3,179,61,0,630550.0,4833350.0,46.524537101218435,46.524537101218435,2316.6666666666665,2400.0,2316.6666666666665,"17,200,242",-79.38138866806831,43.641688087530646,0.006800079565335459,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0013,3,170,67,0,629650.0,4833950.0,33.51763532755261,33.51763532755261,2183.3333333333335,2200.0,2183.3333333333335,"221,320,351",-79.39239884686204,43.6472458305665,0.003529365334578827,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0014,3,178,71,0,630450.0,4834350.0,30.116579961228975,30.116579961228975,2500.0,2800.0,2033.3333333333333,"24,25,158",-79.38238645267133,43.650706108518996,0.002849450890247864,682,540,0.7917888563049853,65,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0015,3,191,74,0,631750.0,4834650.0,52.951205819371786,52.951205819371786,2391.6666666666665,2200.0,1929.1666666666667,"199,269,322",-79.36619933108402,43.653177010162615,0.008808492351087561,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0016,3,177,88,0,630350.0,4836050.0,50.77007773856188,50.77007773856188,2260.0,2100.0,2260.0,"381,432,42",-79.38321538287116,43.66602442829899,0.008097771716996945,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0017,3,136,53,0,626250.0,4832550.0,15.102954261613247,15.102954261613247,1848.0,1985.0,1848.0,"803,1124,773",-79.434868818955,43.63522986236342,0.0007165948571785114,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0018,3,142,55,0,626850.0,4832750.0,34.44197252655272,34.44197252655272,1911.3333333333333,2029.0,1539.6666666666667,"782,26,30",-79.42738636963816,43.636927933063426,0.0037267126250514165,62,35,0.5645161290322581,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0019,3,179,60,0,630550.0,4833250.0,33.19384364202148,33.19384364202148,2583.3333333333335,2450.0,2058.3333333333335,"309,498,512",-79.38141283725956,43.64078803973265,0.0034615049785000304,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0020,3,181,61,0,630750.0,4833350.0,17.975077715792537,17.975077715792537,2666.6666666666665,2550.0,2175.0,"231,263,300",-79.37890996502657,43.641652955359085,0.0010150593271307413,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0021,3,184,66,0,631050.0,4833850.0,58.97970255995942,58.97970255995942,2633.3333333333335,3000.0,1816.6666666666667,"504,67,70",-79.37507059390339,43.646100379330335,0.010928360899393344,209,128,0.6124401913875598,7,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0022,3,173,69,0,629950.0,4834150.0,53.02306987589162,53.02306987589162,3583.3333333333335,4050.0,2158.3333333333335,"509,528,236",-79.38863229773406,43.648993564848574,0.008832417908127332,262,205,0.7824427480916031,20,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0023,3,174,69,0,630050.0,4834150.0,7.929194315617771,7.929194315617771,2249.6666666666665,2299.0,2249.6666666666665,"21,365,460",-79.38739279102262,43.648976081693895,0.00019751859814534032,37,23,0.6216216216216216,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0024,3,177,74,0,630350.0,4834650.0,37.01001720292635,37.01001720292635,2266.6666666666665,2000.0,2266.6666666666665,"140,375,423",-79.38355355498612,43.65342378768184,0.004303169435868611,119,88,0.7394957983193278,22,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0025,3,181,82,0,630750.0,4835450.0,21.053433024068465,21.053433024068465,2600.0,2700.0,1683.3333333333333,"290,446,567",-79.37840137643114,43.660553900721176,0.001392501651183425,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0026,3,169,60,0,629550.0,4833250.0,15.042000772446277,15.042000772446277,2000.0,1900.0,2000.0,"531,5,492",-79.39380623464953,43.640962889278455,0.0007108223685758597,37,29,0.7837837837837838,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0027,3,179,61,0,630550.0,4833350.0,46.524537101218435,46.524537101218435,2966.6666666666665,3300.0,2966.6666666666665,"297,429,431",-79.38138866806831,43.641688087530646,0.006800079565335459,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0028,3,170,67,0,629650.0,4833950.0,38.43081750483153,38.43081750483153,2533.3333333333335,2250.0,2533.3333333333335,"499,341,424",-79.39239884686204,43.6472458305665,0.004639905319299113,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0029,3,172,67,0,629850.0,4833950.0,60.74538647838749,60.74538647838749,2266.6666666666665,2300.0,2266.6666666666665,"1048,240,11",-79.38991990184019,43.64721093360927,0.011592483107100452,37,36,0.972972972972973,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0030,3,178,71,0,630450.0,4834350.0,30.116579961228975,30.116579961228975,2333.3333333333335,2050.0,1833.3333333333333,"285,373,515",-79.38238645267133,43.650706108518996,0.002849450890247864,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0031,3,190,73,0,631650.0,4834550.0,44.79670668909133,44.79670668909133,1816.6666666666667,1600.0,1816.6666666666667,"426,427,111",-79.36746329840473,43.65229468471256,0.006304375130308691,164,90,0.5487804878048781,18,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0032,3,201,75,0,632750.0,4834750.0,29.949989577284324,29.949989577284324,2066.6666666666665,2050.0,2066.6666666666665,"87,210,247",-79.35377900060865,43.65389916169208,0.002818014502890792,78,32,0.41025641025641024,2,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0033,3,177,90,0,630350.0,4836250.0,5.8364386860815305,5.8364386860815305,2298.3333333333335,2295.0,1823.3333333333333,"305,306,860",-79.38316705465758,43.6678245173683,0.00010701526410248124,0,0,0.0,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0034,3,134,58,0,626050.0,4833050.0,13.394885391962815,13.394885391962815,1761.0,1849.0,1761.0,"241,317,810",-79.43723066615814,43.63976414128588,0.0005636738362572276,659,512,0.7769347496206374,29,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0035,3,165,58,0,629150.0,4833050.0,49.95801377832484,49.95801377832484,2900.0,2600.0,2122.222222222222,"141,298,327",-79.39881144219376,43.63923234171405,0.007840796811551838,160,90,0.5625,2,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0036,3,169,58,0,629550.0,4833050.0,56.9503369814125,56.9503369814125,2624.6666666666665,2424.0,2099.6666666666665,"14,36,281",-79.39385419996482,43.63916278229844,0.010189255888909935,83,56,0.6746987951807228,2,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0037,3,142,59,0,626850.0,4833150.0,27.020590554378565,27.020590554378565,2624.0,2591.0,1161.611111111111,"48,49,330",-79.42729244425726,43.64052820640026,0.0022937154816668453,154,115,0.7467532467532467,13,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0038,3,178,61,0,630450.0,4833350.0,13.458573668101641,13.458573668101641,2700.0,2650.0,2183.3333333333335,"177,248,265",-79.38262802126923,43.641705633470345,0.0005690467467137774,0,0,0.0,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0039,3,170,63,0,629650.0,4833550.0,32.649249236971315,32.649249236971315,2250.0,2300.0,2250.0,"148,214,1063",-79.39249487812621,43.64364562245192,0.0033488544402996757,55,28,0.509090909090909,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0040,3,183,64,0,630950.0,4833650.0,19.22668544432369,19.22668544432369,2566.6666666666665,2500.0,1650.0,"155,391,399",-79.37635853032252,43.64431790535003,0.0011613382091485694,12,10,0.8333333333333334,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0041,3,170,66,0,629650.0,4833850.0,49.24427697981216,49.24427697981216,2700.0,2450.0,1988.888888888889,"307,308,89",-79.39242285634656,43.6463457787671,0.007618358462998773,83,71,0.8554216867469879,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0042,3,183,66,0,630950.0,4833850.0,20.69663115470536,20.69663115470536,2393.3333333333335,2450.0,2393.3333333333335,"1093,258,336",-79.37631003394036,43.646117995174926,0.0013457029132503693,46,31,0.6739130434782609,7,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0043,3,166,67,0,629250.0,4833950.0,52.70803179446497,52.70803179446497,2816.6666666666665,2850.0,2341.6666666666665,"374,142,564",-79.39735675024792,43.647315463278154,0.008727773582383323,446,301,0.6748878923766816,50,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0044,3,171,68,0,629750.0,4834050.0,28.709321089031373,28.709321089031373,2500.0,2350.0,2108.3333333333335,"29,69,398",-79.39113534470464,43.64812843990627,0.0025893795737063525,109,86,0.7889908256880734,4,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0045,3,181,69,0,630750.0,4834150.0,46.058698337812196,46.058698337812196,2233.3333333333335,2350.0,2233.3333333333335,"482,187,301",-79.3787162753375,43.64885332345394,0.006664586255887431,207,117,0.5652173913043478,47,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0046,3,182,69,0,630850.0,4834150.0,50.48785685239009,50.48785685239009,2513.3333333333335,2390.0,2513.3333333333335,"150,104,466",-79.37747677757777,43.64883573282617,0.008007994096908564,130,80,0.6153846153846154,28,1,673.7528577394792,290.34015792032005,394.39759579881957
ac_0047,3,183,69,0,630950.0,4834150.0,27.447180840262476,27.447180840262476,2066.6666666666665,1900.0,2066.6666666666665,"75,138,400",-79.37623728094084,43.648818128764425,0.002366711713261372,84,32,0.38095238095238093,18,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0048,3,191,74,0,631750.0,4834650.0,52.951205819371786,52.951205819371786,2616.6666666666665,2300.0,2033.3333333333333,"342,359,436",-79.36619933108402,43.653177010162615,0.008808492351087561,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0049,3,173,75,0,629950.0,4834750.0,50.433160375440046,50.433160375440046,2133.3333333333335,2100.0,2133.3333333333335,"314,559,1033",-79.3884878711715,43.654393860783756,0.007990652429771686,66,54,0.8181818181818182,18,1,673.7528577394792,290.34015792032005,394.39759579881957
ac_0050,3,201,76,0,632750.0,4834850.0,45.43544677014226,45.43544677014226,2733.0,2999.0,1733.1666666666667,"56,122,202",-79.35375440764679,43.65479919502423,0.006485440486791753,40,14,0.35,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0051,3,179,81,0,630550.0,4835350.0,34.7640041874777,34.7640041874777,1666.6666666666667,1700.0,1666.6666666666667,"175,208,346",-79.3809050490129,43.6596890113643,0.0037967277788198014,0,0,0.0,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0052,3,178,83,0,630450.0,4835550.0,56.495839078642575,56.495839078642575,2400.0,2800.0,1466.6666666666667,"558,171,574",-79.38209642257233,43.661506658385356,0.01002727207585679,0,0,0.0,9,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0053,3,185,86,0,631150.0,4835850.0,36.930449939045374,36.930449939045374,1779.6666666666667,1785.0,1779.6666666666667,"27,28,791",-79.3733452039468,43.664083592601784,0.0042846866902300695,558,337,0.6039426523297491,15,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0054,3,177,88,0,630350.0,4836050.0,50.77007773856188,50.77007773856188,2666.6666666666665,2200.0,2050.0,"53,270,522",-79.38321538287116,43.66602442829899,0.008097771716996945,0,0,0.0,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0055,3,172,90,0,629850.0,4836250.0,27.61257990589579,27.61257990589579,2453.3333333333335,2410.0,1967.5,"166,167,168",-79.38936652543815,43.66791205772632,0.002395321672853234,79,57,0.7215189873417721,8,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0056,3,179,91,0,630550.0,4836350.0,35.73378069035997,35.73378069035997,1816.6666666666667,1800.0,1816.6666666666667,"181,413,884",-79.38066307136742,43.66868945033245,0.004011509343098019,31,20,0.6451612903225806,0,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0057,3,184,91,0,631050.0,4836350.0,33.323382560401846,33.323382560401846,1716.6666666666667,1750.0,1383.3333333333333,"8,9,38",-79.37446354725154,43.66860143672234,0.003488574730053236,517,366,0.7079303675048356,1,0,673.7528577394792,290.34015792032005,394.39759579881957
ac_0058,3,183,92,0,630950.0,4836450.0,45.19778088768378,45.19778088768378,1733.3333333333333,1650.0,1400.0,"100,101,102",-79.37567917184272,43.66951910718724,0.006417769242616444,74,52,0.7027027027027027,0,0,673.7528577394792,290.34015792032005,394.39759579881957
