grid_id,grid_ix,grid_iy,crime,rentals,restaurants,subway,total_points,x_min,x_max,y_min,y_max,x_centroid,y_centroid,centroid_lon,centroid_lat,cell_area_km2
g_23_14,23,14,39.0,0.0,0.0,1.0,40.0,621000.0,621500.0,4834000.0,4834500.0,621250.0,4834250.0,-79.49645109727395,43.65136326492078,0.25
g_23_15,23,15,12.0,0.0,0.0,0.0,12.0,621000.0,621500.0,4834500.0,4835000.0,621250.0,4834750.0,-79.49633878636494,43.655863740746526,0.25
g_23_16,23,16,30.0,1.0,0.0,0.0,31.0,621000.0,621500.0,4835000.0,4835500.0,621250.0,4835250.0,-79.49622644943175,43.660364212783904,0.25
g_23_17,23,17,39.0,0.0,1.0,0.0,40.0,621000.0,621500.0,4835500.0,4836000.0,621250.0,4835750.0,-79.49611408646714,43.664864681032874,0.25
g_23_18,23,18,31.0,0.0,0.0,0.0,31.0,621000.0,621500.0,4836000.0,4836500.0,621250.0,4836250.0,-79.49600169746394,43.6693651454933,0.25
g_23_19,23,19,214.0,0.0,0.0,0.0,214.0,621000.0,621500.0,4836500.0,4837000.0,621250.0,4836750.0,-79.49588928241492,43.67386560616512,0.25
g_23_20,23,20,142.0,0.0,2.0,0.0,144.0,621000.0,621500.0,4837000.0,4837500.0,621250.0,4837250.0,-79.49577684131289,43.67836606304822,0.25
g_23_21,23,21,22.0,0.0,0.0,0.0,22.0,621000.0,621500.0,4837500.0,4838000.0,621250.0,4837750.0,-79.4956643741506,43.682866516142525,0.25
g_23_22,23,22,127.0,0.0,1.0,0.0,128.0,621000.0,621500.0,4838000.0,4838500.0,621250.0,4838250.0,-79.49555188092089,43.68736696544793,0.25
g_23_23,23,23,24.0,0.0,0.0,0.0,24.0,621000.0,621500.0,4838500.0,4839000.0,621250.0,4838750.0,-79.49543936161648,43.69186741096434,0.25
g_23_24,23,24,35.0,0.0,1.0,0.0,36.0,621000.0,621500.0,4839000.0,4839500.0,621250.0,4839250.0,-79.49532681623019,43.69636785269167,0.25
g_23_25,23,25,31.0,0.0,0.0,0.0,31.0,621000.0,621500.0,4839500.0,4840000.0,621250.0,4839750.0,-79.49521424475478,43.70086829062983,0.25
g_23_26,23,26,53.0,0.0,1.0,0.0,54.0,621000.0,621500.0,4840000.0,4840500.0,621250.0,4840250.0,-79.49510164718302,43.70536872477873,0.25
g_23_27,23,27,21.0,0.0,0.0,0.0,21.0,621000.0,621500.0,4840500.0,4841000.0,621250.0,4840750.0,-79.49498902350767,43.70986915513826,0.25
g_23_28,23,28,20.0,0.0,0.0,0.0,20.0,621000.0,621500.0,4841000.0,4841500.0,621250.0,4841250.0,-79.49487637372152,43.71436958170835,0.25
g_23_29,23,29,17.0,0.0,0.0,0.0,17.0,621000.0,621500.0,4841500.0,4842000.0,621250.0,4841750.0,-79.49476369781732,43.71887000448889,0.25
g_23_30,23,30,80.0,0.0,1.0,0.0,81.0,621000.0,621500.0,4842000.0,4842500.0,621250.0,4842250.0,-79.49465099578784,43.723370423479786,0.25
g_23_31,23,31,12.0,0.0,0.0,0.0,12.0,621000.0,621500.0,4842500.0,4843000.0,621250.0,4842750.0,-79.49453826762583,43.72787083868097,0.25
g_23_32,23,32,38.0,0.0,0.0,0.0,38.0,621000.0,621500.0,4843000.0,4843500.0,621250.0,4843250.0,-79.49442551332403,43.73237125009232,0.25
g_23_34,23,34,42.0,0.0,0.0,0.0,42.0,621000.0,621500.0,4844000.0,4844500.0,621250.0,4844250.0,-79.49419992627213,43.74137206154522,0.25
g_23_35,23,35,115.0,0.0,0.0,0.0,115.0,621000.0,621500.0,4844500.0,4845000.0,621250.0,4844750.0,-79.49408709350753,43.74587246158656,0.25
g_23_36,23,36,45.0,0.0,0.0,0.0,45.0,621000.0,621500.0,4845000.0,4845500.0,621250.0,4845250.0,-79.49397423457413,43.75037285783773,0.25
g_23_37,23,37,64.0,0.0,0.0,0.0,64.0,621000.0,621500.0,4845500.0,4846000.0,621250.0,4845750.0,-79.49386134946468,43.754873250298616,0.25
g_23_38,23,38,138.0,0.0,0.0,0.0,138.0,621000.0,621500.0,4846000.0,4846500.0,621250.0,4846250.0,-79.49374843817195,43.75937363896913,0.25
g_23_39,23,39,173.0,0.0,1.0,1.0,175.0,621000.0,621500.0,4846500.0,4847000.0,621250.0,4846750.0,-79.49363550068863,43.76387402384919,0.25
g_23_40,23,40,30.0,0.0,0.0,0.0,30.0,621000.0,621500.0,4847000.0,4847500.0,621250.0,4847250.0,-79.49352253700748,43.7683744049387,0.25
g_23_41,23,41,17.0,0.0,5.0,0.0,22.0,621000.0,621500.0,4847500.0,4848000.0,621250.0,4847750.0,-79.49340954712122,43.77287478223756,0.25
g_23_42,23,42,68.0,0.0,3.0,0.0,71.0,621000.0,621500.0,4848000.0,4848500.0,621250.0,4848250.0,-79.49329653102258,43.77737515574568,0.25
g_23_43,23,43,23.0,0.0,5.0,0.0,28.0,621000.0,621500.0,4848500.0,4849000.0,621250.0,4848750.0,-79.49318348870428,43.78187552546298,0.25
g_24_3,24,3,47.0,0.0,0.0,0.0,47.0,621500.0,622000.0,4828500.0,4829000.0,621750.0,4828750.0,-79.49149179805235,43.60177621294703,0.25
g_24_4,24,4,33.0,0.0,0.0,0.0,33.0,621500.0,622000.0,4829000.0,4829500.0,621750.0,4829250.0,-79.49137931155917,43.606276717693994,0.25
g_24_5,24,5,139.0,0.0,0.0,0.0,139.0,621500.0,622000.0,4829500.0,4830000.0,621750.0,4829750.0,-79.49126679901408,43.610777218651755,0.25
g_24_6,24,6,180.0,0.0,8.0,0.0,188.0,621500.0,622000.0,4830000.0,4830500.0,621750.0,4830250.0,-79.49115426040987,43.61527771582022,0.25
g_24_7,24,7,46.0,0.0,0.0,0.0,46.0,621500.0,622000.0,4830500.0,4831000.0,621750.0,4830750.0,-79.49104169573934,43.619778209199296,0.25
g_24_8,24,8,91.0,0.0,1.0,0.0,92.0,621500.0,622000.0,4831000.0,4831500.0,621750.0,4831250.0,-79.49092910499526,43.62427869878891,0.25
g_24_9,24,9,37.0,0.0,1.0,0.0,38.0,621500.0,622000.0,4831500.0,4832000.0,621750.0,4831750.0,-79.49081648817047,43.62877918458894,0.25
g_24_10,24,10,38.0,0.0,0.0,0.0,38.0,621500.0,622000.0,4832000.0,4832500.0,621750.0,4832250.0,-79.49070384525771,43.633279666599314,0.25
g_24_11,24,11,96.0,0.0,0.0,0.0,96.0,621500.0,622000.0,4832500.0,4833000.0,621750.0,4832750.0,-79.4905911762498,43.637780144819914,0.25
g_24_12,24,12,16.0,0.0,0.0,0.0,16.0,621500.0,622000.0,4833000.0,4833500.0,621750.0,4833250.0,-79.49047848113948,43.64228061925066,0.25
g_24_13,24,13,25.0,0.0,0.0,0.0,25.0,621500.0,622000.0,4833500.0,4834000.0,621750.0,4833750.0,-79.49036575991957,43.646781089891476,0.25
g_24_14,24,14,16.0,0.0,0.0,0.0,16.0,621500.0,622000.0,4834000.0,4834500.0,621750.0,4834250.0,-79.49025301258284,43.65128155674223,0.25
g_24_15,24,15,43.0,0.0,5.0,0.0,48.0,621500.0,622000.0,4834500.0,4835000.0,621750.0,4834750.0,-79.49014023912206,43.65578201980286,0.25
g_24_16,24,16,61.0,0.0,6.0,0.0,67.0,621500.0,622000.0,4835000.0,4835500.0,621750.0,4835250.0,-79.49002743952998,43.66028247907326,0.25
g_24_17,24,17,105.0,0.0,4.0,0.0,109.0,621500.0,622000.0,4835500.0,4836000.0,621750.0,4835750.0,-79.4899146137994,43.664782934553344,0.25
g_24_18,24,18,118.0,0.0,3.0,0.0,121.0,621500.0,622000.0,4836000.0,4836500.0,621750.0,4836250.0,-79.48980176192308,43.669283386242995,0.25
g_24_19,24,19,25.0,0.0,0.0,0.0,25.0,621500.0,622000.0,4836500.0,4837000.0,621750.0,4836750.0,-79.48968888389376,43.67378383414215,0.25
g_24_20,24,20,49.0,0.0,0.0,0.0,49.0,621500.0,622000.0,4837000.0,4837500.0,621750.0,4837250.0,-79.48957597970423,43.67828427825071,0.25
g_24_21,24,21,67.0,0.0,0.0,0.0,67.0,621500.0,622000.0,4837500.0,4838000.0,621750.0,4837750.0,-79.48946304934722,43.682784718568556,0.25
g_24_22,24,22,192.0,0.0,5.0,0.0,197.0,621500.0,622000.0,4838000.0,4838500.0,621750.0,4838250.0,-79.48935009281549,43.68728515509563,0.25
g_24_23,24,23,16.0,0.0,1.0,0.0,17.0,621500.0,622000.0,4838500.0,4839000.0,621750.0,4838750.0,-79.4892371101018,43.69178558783181,0.25
g_24_24,24,24,202.0,0.0,1.0,0.0,203.0,621500.0,622000.0,4839000.0,4839500.0,621750.0,4839250.0,-79.4891241011989,43.69628601677702,0.25
g_24_25,24,25,7.0,0.0,0.0,0.0,7.0,621500.0,622000.0,4839500.0,4840000.0,621750.0,4839750.0,-79.48901106609952,43.700786441931164,0.25
g_24_26,24,26,92.0,0.0,2.0,0.0,94.0,621500.0,622000.0,4840000.0,4840500.0,621750.0,4840250.0,-79.48889800479641,43.70528686329415,0.25
g_24_27,24,27,23.0,0.0,0.0,0.0,23.0,621500.0,622000.0,4840500.0,4841000.0,621750.0,4840750.0,-79.48878491728233,43.70978728086589,0.25
g_24_28,24,28,24.0,0.0,0.0,0.0,24.0,621500.0,622000.0,4841000.0,4841500.0,621750.0,4841250.0,-79.48867180354998,43.714287694646266,0.25
g_24_29,24,29,21.0,0.0,0.0,0.0,21.0,621500.0,622000.0,4841500.0,4842000.0,621750.0,4841750.0,-79.48855866359212,43.718788104635216,0.25
g_24_30,24,30,74.0,0.0,3.0,0.0,77.0,621500.0,622000.0,4842000.0,4842500.0,621750.0,4842250.0,-79.48844549740146,43.72328851083263,0.25
g_24_31,24,31,78.0,0.0,0.0,0.0,78.0,621500.0,622000.0,4842500.0,4843000.0,621750.0,4842750.0,-79.48833230497077,43.72778891323842,0.25
g_24_32,24,32,24.0,0.0,0.0,0.0,24.0,621500.0,622000.0,4843000.0,4843500.0,621750.0,4843250.0,-79.48821908629272,43.7322893118525,0.25
g_24_33,24,33,79.0,0.0,0.0,0.0,79.0,621500.0,622000.0,4843500.0,4844000.0,621750.0,4843750.0,-79.48810584136007,43.73678970667476,0.25
g_24_34,24,34,69.0,0.0,0.0,0.0,69.0,621500.0,622000.0,4844000.0,4844500.0,621750.0,4844250.0,-79.48799257016552,43.74129009770513,0.25
g_24_35,24,35,57.0,0.0,2.0,0.0,59.0,621500.0,622000.0,4844500.0,4845000.0,621750.0,4844750.0,-79.4878792727018,43.74579048494349,0.25
g_24_36,24,36,74.0,0.0,1.0,0.0,75.0,621500.0,622000.0,4845000.0,4845500.0,621750.0,4845250.0,-79.48776594896161,43.75029086838979,0.25
g_24_37,24,37,157.0,0.0,0.0,0.0,157.0,621500.0,622000.0,4845500.0,4846000.0,621750.0,4845750.0,-79.48765259893767,43.7547912480439,0.25
g_24_38,24,38,162.0,0.0,1.0,0.0,163.0,621500.0,622000.0,4846000.0,4846500.0,621750.0,4846250.0,-79.4875392226227,43.759291623905725,0.25
g_24_39,24,39,106.0,0.0,4.0,0.0,110.0,621500.0,622000.0,4846500.0,4847000.0,621750.0,4846750.0,-79.48742582000939,43.76379199597521,0.25
g_24_41,24,41,6.0,0.0,0.0,0.0,6.0,621500.0,622000.0,4847500.0,4848000.0,621750.0,4847750.0,-79.48719893585854,43.772792728736704,0.25
g_24_42,24,42,18.0,0.0,0.0,0.0,18.0,621500.0,622000.0,4848000.0,4848500.0,621750.0,4848250.0,-79.48708545430641,43.77729308942853,0.25
g_24_43,24,43,26.0,0.0,1.0,0.0,27.0,621500.0,622000.0,4848500.0,4849000.0,621750.0,4848750.0,-79.48697194642673,43.78179344632764,0.25
g_25_6,25,6,33.0,0.0,1.0,0.0,34.0,622000.0,622500.0,4830000.0,4830500.0,622250.0,4830250.0,-79.48495989834785,43.615195774180805,0.25
g_25_7,25,7,143.0,1.0,3.0,0.0,147.0,622000.0,622500.0,4830500.0,4831000.0,622250.0,4830750.0,-79.48484687198835,43.61969625475747,0.25
g_25_8,25,8,44.0,0.0,1.0,0.0,45.0,622000.0,622500.0,4831000.0,4831500.0,622250.0,4831250.0,-79.48473381944848,43.624196731542774,0.25
g_25_9,25,9,44.0,0.0,3.0,0.0,47.0,622000.0,622500.0,4831500.0,4832000.0,622250.0,4831750.0,-79.48462074072098,43.628697204536614,0.25
g_25_10,25,10,63.0,0.0,0.0,0.0,63.0,622000.0,622500.0,4832000.0,4832500.0,622250.0,4832250.0,-79.48450763579865,43.633197673738906,0.25
g_25_11,25,11,9.0,0.0,0.0,0.0,9.0,622000.0,622500.0,4832500.0,4833000.0,622250.0,4832750.0,-79.4843945046742,43.637698139149535,0.25
g_25_12,25,12,12.0,0.0,2.0,0.0,14.0,622000.0,622500.0,4833000.0,4833500.0,622250.0,4833250.0,-79.48428134734041,43.64219860076841,0.25
g_25_13,25,13,34.0,0.0,5.0,0.0,39.0,622000.0,622500.0,4833500.0,4834000.0,622250.0,4833750.0,-79.48416816379003,43.64669905859545,0.25
g_25_14,25,14,121.0,0.0,17.0,1.0,139.0,622000.0,622500.0,4834000.0,4834500.0,622250.0,4834250.0,-79.48405495401579,43.65119951263055,0.25
g_25_15,25,15,44.0,0.0,1.0,0.0,45.0,622000.0,622500.0,4834500.0,4835000.0,622250.0,4834750.0,-79.48394171801046,43.65569996287362,0.25
g_25_16,25,16,52.0,0.0,0.0,0.0,52.0,622000.0,622500.0,4835000.0,4835500.0,622250.0,4835250.0,-79.48382845576674,43.66020040932457,0.25
g_25_17,25,17,98.0,0.0,3.0,0.0,101.0,622000.0,622500.0,4835500.0,4836000.0,622250.0,4835750.0,-79.48371516727742,43.66470085198331,0.25
g_25_18,25,18,166.0,0.0,11.0,0.0,177.0,622000.0,622500.0,4836000.0,4836500.0,622250.0,4836250.0,-79.48360185253522,43.66920129084972,0.25
g_25_19,25,19,10.0,0.0,0.0,0.0,10.0,622000.0,622500.0,4836500.0,4837000.0,622250.0,4836750.0,-79.48348851153283,43.67370172592373,0.25
g_25_20,25,20,172.0,0.0,0.0,0.0,172.0,622000.0,622500.0,4837000.0,4837500.0,622250.0,4837250.0,-79.48337514426304,43.67820215720525,0.25
g_25_21,25,21,94.0,0.0,1.0,0.0,95.0,622000.0,622500.0,4837500.0,4838000.0,622250.0,4837750.0,-79.48326175071854,43.68270258469416,0.25
g_25_22,25,22,45.0,0.0,0.0,0.0,45.0,622000.0,622500.0,4838000.0,4838500.0,622250.0,4838250.0,-79.48314833089206,43.687203008390384,0.25
g_25_23,25,23,120.0,0.0,0.0,0.0,120.0,622000.0,622500.0,4838500.0,4839000.0,622250.0,4838750.0,-79.48303488477633,43.69170342829384,0.25
g_25_24,25,24,10.0,0.0,0.0,0.0,10.0,622000.0,622500.0,4839000.0,4839500.0,622250.0,4839250.0,-79.48292141236408,43.69620384440442,0.25
g_25_25,25,25,29.0,0.0,0.0,0.0,29.0,622000.0,622500.0,4839500.0,4840000.0,622250.0,4839750.0,-79.48280791364799,43.70070425672201,0.25
g_25_26,25,26,10.0,0.0,0.0,0.0,10.0,622000.0,622500.0,4840000.0,4840500.0,622250.0,4840250.0,-79.48269438862081,43.70520466524657,0.25
g_25_27,25,27,47.0,0.0,0.0,0.0,47.0,622000.0,622500.0,4840500.0,4841000.0,622250.0,4840750.0,-79.48258083727524,43.709705069977964,0.25
g_25_28,25,28,24.0,0.0,0.0,0.0,24.0,622000.0,622500.0,4841000.0,4841500.0,622250.0,4841250.0,-79.48246725960396,43.71420547091609,0.25
g_25_29,25,29,61.0,0.0,0.0,0.0,61.0,622000.0,622500.0,4841500.0,4842000.0,622250.0,4841750.0,-79.48235365559971,43.718705868060894,0.25
g_25_30,25,30,54.0,0.0,0.0,0.0,54.0,622000.0,622500.0,4842000.0,4842500.0,622250.0,4842250.0,-79.48224002525517,43.72320626141225,0.25
g_25_31,25,31,217.0,0.0,10.0,0.0,227.0,622000.0,622500.0,4842500.0,4843000.0,622250.0,4842750.0,-79.48212636856303,43.72770665097009,0.25
g_25_32,25,32,107.0,0.0,0.0,0.0,107.0,622000.0,622500.0,4843000.0,4843500.0,622250.0,4843250.0,-79.48201268551601,43.732207036734295,0.25
g_25_33,25,33,30.0,0.0,0.0,0.0,30.0,622000.0,622500.0,4843500.0,4844000.0,622250.0,4843750.0,-79.4818989761068,43.736707418704796,0.25
g_25_35,25,35,93.0,0.0,1.0,0.0,94.0,622000.0,622500.0,4844500.0,4845000.0,622250.0,4844750.0,-79.48167147817254,43.745708171264276,0.25
g_25_36,25,36,1.0,0.0,9.0,0.0,10.0,622000.0,622500.0,4845000.0,4845500.0,622250.0,4845250.0,-79.48155768963285,43.75020854185307,0.25
g_25_37,25,37,37.0,0.0,1.0,1.0,39.0,622000.0,622500.0,4845500.0,4846000.0,622250.0,4845750.0,-79.48144387470171,43.754708908647785,0.25
g_25_41,25,41,13.0,0.0,0.0,0.0,13.0,622000.0,622500.0,4847500.0,4848000.0,622250.0,4847750.0,-79.4809883509161,43.77271033788391,0.25
g_25_42,25,42,20.0,0.0,0.0,0.0,20.0,622000.0,622500.0,4848000.0,4848500.0,622250.0,4848250.0,-79.4808744039178,43.7772106857068,0.25
g_25_43,25,43,31.0,0.0,0.0,0.0,31.0,622000.0,622500.0,4848500.0,4849000.0,622250.0,4848750.0,-79.48076043048405,43.78171102973504,0.25
g_25_44,25,44,14.0,0.0,3.0,0.0,17.0,622000.0,622500.0,4849000.0,4849500.0,622250.0,4849250.0,-79.48064643060754,43.786211369968576,0.25
g_26_8,26,8,191.0,2.0,1.0,0.0,194.0,622500.0,623000.0,4831000.0,4831500.0,622750.0,4831250.0,-79.4785385600893,43.62411442868191,0.25
g_26_9,26,9,83.0,0.0,1.0,0.0,84.0,622500.0,623000.0,4831500.0,4832000.0,622750.0,4831750.0,-79.47842501946637,43.628614888817154,0.25
g_26_10,26,10,8.0,0.0,0.0,0.0,8.0,622500.0,623000.0,4832000.0,4832500.0,622750.0,4832250.0,-79.47831145254167,43.63311534515895,0.25
g_26_11,26,11,30.0,0.0,0.0,0.0,30.0,622500.0,623000.0,4832500.0,4833000.0,622750.0,4832750.0,-79.47819785930797,43.63761579770719,0.25
g_26_12,26,12,37.0,0.0,0.0,0.0,37.0,622500.0,623000.0,4833000.0,4833500.0,622750.0,4833250.0,-79.47808423975793,43.64211624646177,0.25
g_26_13,26,13,37.0,0.0,2.0,0.0,39.0,622500.0,623000.0,4833500.0,4834000.0,622750.0,4833750.0,-79.47797059388432,43.64661669142262,0.25
g_26_14,26,14,188.0,0.0,20.0,1.0,209.0,622500.0,623000.0,4834000.0,4834500.0,622750.0,4834250.0,-79.47785692167984,43.65111713258962,0.25
g_26_15,26,15,85.0,0.0,1.0,0.0,86.0,622500.0,623000.0,4834500.0,4835000.0,622750.0,4834750.0,-79.47774322313721,43.655617569962686,0.25
g_26_16,26,16,59.0,0.0,4.0,0.0,63.0,622500.0,623000.0,4835000.0,4835500.0,622750.0,4835250.0,-79.47762949824914,43.66011800354174,0.25
g_26_17,26,17,84.0,0.0,2.0,0.0,86.0,622500.0,623000.0,4835500.0,4836000.0,622750.0,4835750.0,-79.47751574700831,43.66461843332665,0.25
g_26_18,26,18,80.0,0.0,2.0,0.0,82.0,622500.0,623000.0,4836000.0,4836500.0,622750.0,4836250.0,-79.4774019694075,43.66911885931736,0.25
g_26_19,26,19,26.0,0.0,0.0,0.0,26.0,622500.0,623000.0,4836500.0,4837000.0,622750.0,4836750.0,-79.47728816543932,43.67361928151375,0.25
g_26_20,26,20,120.0,0.0,0.0,0.0,120.0,622500.0,623000.0,4837000.0,4837500.0,622750.0,4837250.0,-79.47717433509654,43.67811969991574,0.25
g_26_21,26,21,112.0,0.0,0.0,0.0,112.0,622500.0,623000.0,4837500.0,4838000.0,622750.0,4837750.0,-79.47706047837183,43.682620114523225,0.25
g_26_22,26,22,61.0,0.0,0.0,0.0,61.0,622500.0,623000.0,4838000.0,4838500.0,622750.0,4838250.0,-79.47694659525789,43.68712052533612,0.25
g_26_23,26,23,168.0,0.0,4.0,0.0,172.0,622500.0,623000.0,4838500.0,4839000.0,622750.0,4838750.0,-79.47683268574741,43.691620932354326,0.25
g_26_24,26,24,60.0,0.0,0.0,0.0,60.0,622500.0,623000.0,4839000.0,4839500.0,622750.0,4839250.0,-79.47671874983307,43.696121335577736,0.25
g_26_25,26,25,118.0,0.0,3.0,0.0,121.0,622500.0,623000.0,4839500.0,4840000.0,622750.0,4839750.0,-79.47660478750758,43.70062173500628,0.25
g_26_26,26,26,54.0,0.0,2.0,0.0,56.0,622500.0,623000.0,4840000.0,4840500.0,622750.0,4840250.0,-79.4764907987636,43.70512213063986,0.25
g_26_27,26,27,171.0,0.0,2.0,0.0,173.0,622500.0,623000.0,4840500.0,4841000.0,622750.0,4840750.0,-79.47637678359384,43.70962252247836,0.25
g_26_28,26,28,27.0,0.0,0.0,0.0,27.0,622500.0,623000.0,4841000.0,4841500.0,622750.0,4841250.0,-79.47626274199092,43.71412291052171,0.25
g_26_29,26,29,19.0,0.0,0.0,0.0,19.0,622500.0,623000.0,4841500.0,4842000.0,622750.0,4841750.0,-79.47614867394756,43.718623294769806,0.25
g_26_30,26,30,19.0,0.0,0.0,0.0,19.0,622500.0,623000.0,4842000.0,4842500.0,622750.0,4842250.0,-79.47603457945644,43.723123675222546,0.25
g_26_31,26,31,34.0,0.0,2.0,0.0,36.0,622500.0,623000.0,4842500.0,4843000.0,622750.0,4842750.0,-79.47592045851019,43.72762405187985,0.25
g_26_32,26,32,3.0,0.0,0.0,0.0,3.0,622500.0,623000.0,4843000.0,4843500.0,622750.0,4843250.0,-79.47580631110152,43.73212442474162,0.25
g_26_33,26,33,15.0,0.0,0.0,0.0,15.0,622500.0,623000.0,4843500.0,4844000.0,622750.0,4843750.0,-79.47569213722304,43.73662479380776,0.25
g_26_35,26,35,0.0,0.0,2.0,0.0,2.0,622500.0,623000.0,4844500.0,4845000.0,622750.0,4844750.0,-79.47546371002741,43.745625520552785,0.25
g_26_36,26,36,0.0,0.0,2.0,0.0,2.0,622500.0,623000.0,4845000.0,4845500.0,622750.0,4845250.0,-79.47534945669554,43.7501258782315,0.25
g_26_37,26,37,49.0,0.0,0.0,0.0,49.0,622500.0,623000.0,4845500.0,4846000.0,622750.0,4845750.0,-79.47523517686452,43.754626232114184,0.25
g_26_38,26,38,54.0,0.0,0.0,0.0,54.0,622500.0,623000.0,4846000.0,4846500.0,622750.0,4846250.0,-79.47512087052698,43.759126582200786,0.25
g_26_39,26,39,81.0,0.0,1.0,0.0,82.0,622500.0,623000.0,4846500.0,4847000.0,622750.0,4846750.0,-79.47500653767558,43.76362692849121,0.25
g_26_40,26,40,32.0,0.0,6.0,0.0,38.0,622500.0,623000.0,4847000.0,4847500.0,622750.0,4847250.0,-79.47489217830297,43.76812727098534,0.25
g_26_41,26,41,49.0,0.0,1.0,0.0,50.0,622500.0,623000.0,4847500.0,4848000.0,622750.0,4847750.0,-79.47477779240177,43.7726276096831,0.25
g_26_42,26,42,16.0,0.0,0.0,0.0,16.0,622500.0,623000.0,4848000.0,4848500.0,622750.0,4848250.0,-79.47466337996461,43.77712794458438,0.25
g_26_43,26,43,38.0,0.0,3.0,0.0,41.0,622500.0,623000.0,4848500.0,4849000.0,622750.0,4848750.0,-79.47454894098414,43.7816282756891,0.25
g_26_44,26,44,33.0,0.0,7.0,0.0,40.0,622500.0,623000.0,4849000.0,4849500.0,622750.0,4849250.0,-79.47443447545298,43.78612860299717,0.25
g_27_9,27,9,11.0,0.0,0.0,0.0,11.0,623000.0,623500.0,4831500.0,4832000.0,623250.0,4831750.0,-79.4722293245135,43.628532237434435,0.25
g_27_10,27,10,4.0,0.0,0.0,0.0,4.0,623000.0,623500.0,4832000.0,4832500.0,623250.0,4832250.0,-79.47211529559375,43.63303268086334,0.25
g_27_11,27,11,176.0,0.0,0.0,0.0,176.0,623000.0,623500.0,4832500.0,4833000.0,623250.0,4832750.0,-79.47200124025804,43.637533120496755,0.25
g_27_12,27,12,29.0,0.0,0.0,0.0,29.0,623000.0,623500.0,4833000.0,4833500.0,623250.0,4833250.0,-79.47188715849904,43.642033556334624,0.25
g_27_13,27,13,12.0,0.0,0.0,0.0,12.0,623000.0,623500.0,4833500.0,4834000.0,623250.0,4833750.0,-79.4717730503095,43.646533988376845,0.25
g_27_14,27,14,76.0,0.0,4.0,0.0,80.0,623000.0,623500.0,4834000.0,4834500.0,623250.0,4834250.0,-79.47165891568206,43.651034416623304,0.25
g_27_15,27,15,39.0,0.0,0.0,0.0,39.0,623000.0,623500.0,4834500.0,4835000.0,623250.0,4834750.0,-79.47154475460941,43.65553484107394,0.25
g_27_16,27,16,69.0,0.0,0.0,0.0,69.0,623000.0,623500.0,4835000.0,4835500.0,623250.0,4835250.0,-79.47143056708424,43.66003526172863,0.25
g_27_17,27,17,127.0,0.0,30.0,0.0,157.0,623000.0,623500.0,4835500.0,4836000.0,623250.0,4835750.0,-79.47131635309924,43.66453567858728,0.25
g_27_18,27,18,26.0,0.0,3.0,0.0,29.0,623000.0,623500.0,4836000.0,4836500.0,623250.0,4836250.0,-79.47120211264709,43.66903609164978,0.25
g_27_19,27,19,100.0,0.0,12.0,0.0,112.0,623000.0,623500.0,4836500.0,4837000.0,623250.0,4836750.0,-79.47108784572045,43.6735365009161,0.25
g_27_20,27,20,92.0,0.0,3.0,0.0,95.0,623000.0,623500.0,4837000.0,4837500.0,623250.0,4837250.0,-79.47097355231197,43.67803690638607,0.25
g_27_21,27,21,123.0,0.0,7.0,0.0,130.0,623000.0,623500.0,4837500.0,4838000.0,623250.0,4837750.0,-79.47085923241436,43.68253730805963,0.25
g_27_22,27,22,89.0,0.0,0.0,0.0,89.0,623000.0,623500.0,4838000.0,4838500.0,623250.0,4838250.0,-79.47074488602026,43.68703770593669,0.25
g_27_23,27,23,196.0,1.0,1.0,0.0,198.0,623000.0,623500.0,4838500.0,4839000.0,623250.0,4838750.0,-79.47063051312233,43.691538100017134,0.25
g_27_24,27,24,34.0,0.0,0.0,0.0,34.0,623000.0,623500.0,4839000.0,4839500.0,623250.0,4839250.0,-79.47051611371323,43.696038490300886,0.25
g_27_25,27,25,19.0,0.0,0.0,0.0,19.0,623000.0,623500.0,4839500.0,4840000.0,623250.0,4839750.0,-79.47040168778565,43.70053887678784,0.25
g_27_26,27,26,91.0,0.0,3.0,0.0,94.0,623000.0,623500.0,4840000.0,4840500.0,623250.0,4840250.0,-79.4702872353322,43.70503925947792,0.25
g_27_27,27,27,23.0,0.0,1.0,0.0,24.0,623000.0,623500.0,4840500.0,4841000.0,623250.0,4840750.0,-79.47017275634555,43.709539638371005,0.25
g_27_28,27,28,46.0,0.0,0.0,0.0,46.0,623000.0,623500.0,4841000.0,4841500.0,623250.0,4841250.0,-79.47005825081833,43.714040013467006,0.25
g_27_29,27,29,40.0,0.0,1.0,0.0,41.0,623000.0,623500.0,4841500.0,4842000.0,623250.0,4841750.0,-79.46994371874322,43.718540384765845,0.25
g_27_30,27,30,54.0,0.0,1.0,0.0,55.0,623000.0,623500.0,4842000.0,4842500.0,623250.0,4842250.0,-79.46982916011282,43.72304075226741,0.25
g_27_31,27,31,36.0,0.0,0.0,0.0,36.0,623000.0,623500.0,4842500.0,4843000.0,623250.0,4842750.0,-79.4697145749198,43.727541115971626,0.25
g_27_32,27,32,46.0,0.0,3.0,0.0,49.0,623000.0,623500.0,4843000.0,4843500.0,623250.0,4843250.0,-79.46959996315678,43.732041475878376,0.25
g_27_33,27,33,26.0,0.0,0.0,0.0,26.0,623000.0,623500.0,4843500.0,4844000.0,623250.0,4843750.0,-79.46948532481642,43.736541831987594,0.25
