cluster,neighbourhoods,crime_incidents,violent_crime_ratio,median_rent,restaurant_count,avg_restaurant_price,nearest_subway_km
0,49,1729.2857142857142,0.6485297988412893,2206.530612244898,171.0204081632653,19.41556553470618,1.3806746358163122
1,91,1337.3626373626373,0.5959782073984613,1895.934065934066,81.24175824175825,18.471634944765764,3.1775560983537274
